id,mark_sub_level,title,upload_date,duration,view_count,like_count,dislike_count,comment_count,description,webpage_url,channel_url,comments
LxndErIPNRU,,Balakirev Islamey - Richard Gao,20201118,517,281,7,,1,Richard played this in November 2020.,https://www.youtube.com/watch?v=LxndErIPNRU,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,"['Wonderful playing!  And I wish you a happy, healthy New Year!']"
Uh06WH5LfnY,,Schubert Impromptu Op.90 No.2 By Richard Gao (8),20111217,289,490,,,9,"Richard, age 8, performed this in October, 2011.",https://www.youtube.com/watch?v=Uh06WH5LfnY,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,"[""Wow and wow, you're amazing!!!!!!!"", 'Simply beautiful! Very impressive!', 'Sometimes we forget you are just 8 yrs old because your playing is so mature and technically proficient.  Wonderful talent!!!!  Kudos to you and your teacher(s).', 'Wow!!! -just  incredible! Your playing of this Impromptu strikes deep in my heart .... Dear Richard, you are splendid technically and musically.  Thank you for sharing your talent with the world. JUST LOVE IT!!!!', 'bravo', 'Very musical young man!', 'Wonderful!', 'Great playing and wish you all the best in the future!', 'Phenomenal!Bravo!']"
oyEQqRVOq9g,,Chopin Scherzo No. 3 - Richard Gao,20201108,471,462,6,,2,Richard playing Chopin Scherzo No. 3.,https://www.youtube.com/watch?v=oyEQqRVOq9g,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,"['so good', 'Great！🌹🎵🎶']"
fmHfp4TQ6sE,,Mendelssohn Op. 62 No. 1 (Songs With Out Words) Yidi Ding 9 Years Old,20210101,173,1381,28,,0,,https://www.youtube.com/watch?v=fmHfp4TQ6sE,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,
F3tbpKiIjO0,,Chopin Scherzo No.3 - Richard Gao,20180504,423,120,0,,0,"Richard played this Chopin Scherzo No.3 at CMC Concert, Harbour Gallery, Mississauga, November 26, 2017.",https://www.youtube.com/watch?v=F3tbpKiIjO0,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,
qRBcchKJyRw,,"Ticklin' Toes by Florence Price/ Yidi Ding, age 10",20220624,56,4623,112,,11,This is one funny piece,https://www.youtube.com/watch?v=qRBcchKJyRw,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['You have a natural flair for the piano Yidi, keep up the great work! BRAVO', 'Thank you so much', '弹琴很快还有弹琴很好👍', 'Wow very fast and age 10!!😃😃👍🏻👍🏻', 'Thank you so much', '真棒👍 脸白白的肉肉的好想捏一下 哈哈', '谢谢您的夸奖，小妹妹也很厉害哟，才4岁就这么好了', 'Piano playing is really an art and Yidi understands what he plays. Great job!', 'Thank you so much dear Grace🏖🗽🎡', 'l like you, Yidi, you are a pianist 👏🎉', 'Thank you so much']"
SqY2vaNXcz0,,"Yidi Ding(丁一迪)，age 7, Screen Audition, Chopin   Fantaisie Impromptu in C# minor Op.66",20200206,320,1757,156,,0,"Welcome to Yidi Ding’s channe! Yidi Ding was born in Shanghai (China) in August 2011. At the age of 5, he began to study piano formally. After a year, he showed promising talent, he has won 15 first prizes within a year in America , China and Europe. At six years old, he was invited to perform at the Carnegie Hall and The Golden Hall in Vienna, Austria.
Now, Yidi Ding resides in U.S. At seven years old, he was accepted by the world’s top music academy - The Juilliard School, making him the school’s youngest student current.
To keep in touch with Yidi Ding, and stay up to date with his latest video and news, you can subscribe to the channel and facebook:
Youtube: https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww
Facebook: https://www.facebook.com/yidi.ding.56
Thank you very much!",https://www.youtube.com/watch?v=SqY2vaNXcz0,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,
ZwDIeJ3fWqY,,"Yidi Ding (丁一迪), age 7, Screen Audition for Juilliard,  Mozart  Sonata in C major K.330",20200207,702,1907,110,,4,"Welcome to Yidi Ding’s channe! Yidi Ding was born in Shanghai (China) in August 2011. At the age of 5, he began to study piano formally. After a year, he showed promising talent, he has won 15 first prizes within a year in America , China and Europe. At six years old, he was invited to perform at the Carnegie Hall and The Golden Hall in Vienna, Austria.
Now, Yidi Ding resides in U.S. At seven years old, he was accepted by the world’s top music academy - The Juilliard School, making him the school’s youngest student current.
To keep in touch with Yidi Ding, and stay up to date with his latest video and news, you can subscribe to the channel and facebook:
Youtube: https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww
Facebook: https://www.facebook.com/yidi.ding.56
Thank you very much!",https://www.youtube.com/watch?v=ZwDIeJ3fWqY,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['脸脸Q弹 好想捏一下😉 这是叔叔第一次听 很喜欢一迪的控制 触键 音乐 和 表现力', '谢谢叔叔鼓励，我还要好好努力🤗', '小朋友你好棒！加油💪', '谢谢您了']"
EUAUZUBQLj4,,Beethoven 32 Variations - Richard Gao (12),20201109,637,252,5,,2,Richard played this in MIPC 2016.,https://www.youtube.com/watch?v=EUAUZUBQLj4,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,"['Great job Richard!', 'you should put (audio) in the title']"
kr2QonWCZX0,,"Yidi Ding, Age6, Mozart Sonata Kv545 Second Mov, Recital in Shanghai Oriental Art Center, China",20200610,209,584,83,,7,,https://www.youtube.com/watch?v=kr2QonWCZX0,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['Wow! You were 6 this video, and you play so beautifully! I’m 10 and I can’t play as well as you do.', 'Kawaii Cuteness Thank you very much.you can do it.', 'Wow!  you are playing piano so beautiful.  Love it❤️', 'Maria Play Time Wow，thank you so much，my dear friend,you are amazing!', 'Maria Play Time Thank you so much.my friend.', 'so beautiful', 'hasan fehmi kırıcı thank you for your nice comments!']"
A9idEIUAL_E,,Liebermann Gargoyles Op. 29 - Richard Gao,20211003,568,503,8,,1,Richard played this complete Liebermann Gargoyles Op. 29 in Jan 2021. Thanks for watching!,https://www.youtube.com/watch?v=A9idEIUAL_E,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,['This is awesome!']
IKXiTVI5HlA,,"Yidi Ding, age 8, played just two phrases in a funny way, Liebestraum (Love dream)",20200402,47,898,67,,2,"Liebestraum (Love dream) Here I played just two phrases in a funny way. This is a difficult time all over the world. The coronavirus is spreading, and I send my love to everyone all over the world. To every nurse, doctor EMT, police officer, and everybody that is helping a friend or a family member.  Stay safe , stay strong and we will get through this together.",https://www.youtube.com/watch?v=IKXiTVI5HlA,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['A heartfelt message in so many ways Yidi BRAVO 🎼🎹💖❤💖', '😊 Thank you so much']"
YNzYg0wnuIc,,"Rachmaninoff: Etude-Tableau in E-flat minor, Op.39 No.5 | Vincent Ling",20231101,308,40,3,,0,"Recorded in the Florentinersaal of the Kunstuniversität Graz
29.10.23

Sound Engineer - Tomasz Zajac",https://www.youtube.com/watch?v=YNzYg0wnuIc,https://www.youtube.com/channel/UCQ88pVHuk7SkUXaWaOFM8rA,
AvjQOxohBz8,,Yidi Ding plays Chopin Op. 25 No. 12 in C minor ''Ocean'',20201001,152,1057,118,,11,,https://www.youtube.com/watch?v=AvjQOxohBz8,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['Спасибо, прослушала с удовольствием, очень понравилось.', 'Спасибо за ваш комплимент, ваш, безусловно, самая большая мотивация для моих усилий!', 'Una técnica bien pulida y el pedal bien colocado. 👍🙂', 'Bravo!!! Very impressive! Happy to support you!  Keep it up!!', '88Keys to Cure Thank you for your tremendous support.I appreciate it.', 'so beautiful', 'hasan fehmi kırıcı Thank you so much.', 'Great passionate and technical prowess in your playing!', 'Sharon Chen Thank you for your nice comment.appreciate it.', 'You are playing so beautiful.  I just started on this piece last week.', 'Maria Play Time Thank you so much.you are best.']"
4RRZ64RwOp4,,"Yidi Ding, Age 11 - Schumann - ""Träumerei"" (Dreaming), Happy Mother's Day",20230514,188,1282,100,,8,,https://www.youtube.com/watch?v=4RRZ64RwOp4,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['The beauty of the pieces is well complemented by the talend of his soul.', ""This is very beautiful and has an emotional clarity.I think Yidi's mother was very happy when she listened to the music."", 'Thank you very much!', 'My favorite version of this piece, but a 11 years boy!', 'Beautiful, thank you so much for sharing your talent', 'Thank you so much,dear Keith', 'Great Yidi wonderful bellissima 🔝🔝🔝👍', 'Thank you for your kindness']"
AIJlKs2z_rc,,A/Yidi Ding/Beethoven Pathetique Sonate Mvt.2/Round 2,20201021,315,1306,92,,6,,https://www.youtube.com/watch?v=AIJlKs2z_rc,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['so beautiful', 'Thank you.', 'so nice', 'Thank you，my uncle.', 'Sooooo. Beautiful!! Bravo!!🎹', 'Thank you for you encourage.Wishing you happy everydax.']"
i9T3wRot2Es,,"Andrew Plays Ravel Gaspard de la nuit, M 55, III  Scarbo",20230115,560,508,18,,6,"""Gaspard de la Nuit"" is a piano piece written by Maurice Ravel in 1908. It is considered one of the most difficult pieces in the piano repertoire and is known for its virtuosic and complex technical demands. The piece is divided into three movements, each based on a poem by Aloysius Bertrand. ""Scarbo"" is the third and final movement of the piece, and is known for its dark and sinister character. The movement features fast, complex runs, and a sense of unease and disorientation throughout. This movement is infamous for its tremendous difficulty (both technically and musically!!), because Maurice Ravel intended this movement to be more difficult than ""Islamey"" by Mily Balakirev, which was already one of the most difficult piano works. ""Scarbo"" is a small fiend or goblin that appears in A. Bertrand's poem, who likes nighttime mischief. It makes pirouettes, flits in and out of the darkness, disappears and suddenly reappears. To convey its uneven actions, pianists need to properly understand the poem and the music, and then perform these formidable passages (e.g. repeated notes, major seconds, multiple tuplets) without hesitation. Despite its high level of difficulty, its profound musicality.",https://www.youtube.com/watch?v=i9T3wRot2Es,https://www.youtube.com/channel/UCzBQiuz2hkRsjiusC5CLYpQ,"['Stupid terrible performance', 'Really like your playing! A amateur in piano myself, although I like this piece, I will probably spend half a year just learning the notes…. Any tips on how to learn this piece fast?', ""Hi, I would say probably just designate a day or a few days to a page and practice it very slowly. when you can play the page slowly without mistakes move on to the next. It's just patience and consistency"", '\xa0@andrewg6031\xa0 Omg I never anticipated that you would reply!!! Just saw your message and thank you so much! I started practicing sight reading everyday for a couple of minutes, hoping to improve my ability to read eventually. And I will definitely try your method when I learn a difficult piece next time.', '열정으로 연주하는모습 훌륭해요', 'yes 👍 queen 👸🏼 skinny 😳🙊🔥 legend 😰 versace 🇮🇹💁 boots 👢 the house 🏠 down ⬇ slay 🔪🗡🔫 queen 👸🏼 hunty 😍 mama 👵 and I 👁 oop 😝✨ daddy 👨 work 💼 charli 🥰💞🌱 xcx snatch 💅👄💃 my wig 💇🏼\u200d♀']"
WEuZqGKfl0w,,Richard (8) Plays Schubert Impromptu Op.90 No.2,20120525,305,387,7,,3,"Richard, age 8, played this in March 2012.",https://www.youtube.com/watch?v=WEuZqGKfl0w,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,"['Bravo, Richard!', 'Excellent!', 'You’re just simply amazing, Richard! Played this piece at this young age, and played so well! ']"
LAEJBdzDljg,,Liszt Paganini Etude No. 6 - Richard Gao,20210802,311,669,24,,3,Richard played this in July 2021,https://www.youtube.com/watch?v=LAEJBdzDljg,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,"[""That's really excellent. It's impressive to me how smoothly you can play this"", 'Thanks for sharing! I like how clear your touch is!', ""Wow, excellent!  Liszt's Rhapsody Variations are so difficult and beautiful.  You play great!  Very clear and skillful. If you strengthen the tone control and increase the contrast between strength and weakness, the effect will be even better.  Watching you grow and witnessing you become an excellent pianist.  Come on, Richard!""]"
w5Wdx_NKl5I,,Tchaikovsky Dumka Op. 59 - Richard Gao,20190330,598,223,5,,0,Richard played this in Feb 2019.,https://www.youtube.com/watch?v=w5Wdx_NKl5I,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,
U24wEfHqPnc,,Liszt Gnomenreigen by Richard Gao (10),20150222,210,173,7,,1,"Richard, age 10, played this in Nov 2013.",https://www.youtube.com/watch?v=U24wEfHqPnc,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,"['Wow, Richard!\xa0I am amazed again by your performance. I really love the way you play this Gnomenreigen!!']"
HO492Z6nuFg,,Chopin Etude Op. 25 No. 11 Winter Wind - Richard Gao,20190330,244,189,3,,1,Richard played this in Feb 2019.,https://www.youtube.com/watch?v=HO492Z6nuFg,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,['WOW']
H2p4c_Is48g,,Yidi Ding (丁一迪，age 7) - Liszt Consolation No.3，Juilliard Pre-college piano student,20200208,244,2019,106,,4,"Welcome to Yidi Ding’s channe! Yidi Ding was born in Shanghai (China) in August 2011. At the age of 5, he began to study piano formally. After a year, he showed promising talent, he has won 15 first prizes within a year in America , China and Europe. At six years old, he was invited to perform at the Carnegie Hall and The Golden Hall in Vienna, Austria.
Now, Yidi Ding resides in U.S. At seven years old, he was accepted by the world’s top music academy - The Juilliard School, making him the school’s youngest student current.
To keep in touch with Yidi Ding, and stay up to date with his latest video and news, you can subscribe to the channel and facebook:
Youtube: https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww
Facebook: https://www.facebook.com/yidi.ding.56
Thank you very much!",https://www.youtube.com/watch?v=H2p4c_Is48g,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['Bravo Yidi Ding !!! This is wonderful !!!', 'Thank you very much.❤️❤️❤️🌹🌹🌹', 'Very nice Bravo Congratulations Yidi', 'Thank you for your encouragement and support.🌹🌹🌹']"
_apzxoCzTfQ,,"Piano Sonata No.8 in C major, op.13 ""Pathetique"" III.Beethoven -- By Yidi Ding, age 9",20210604,285,1064,107,,11,,https://www.youtube.com/watch?v=_apzxoCzTfQ,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['Praise God for For the Wonderful Sound...', 'Thank you so much.Praise our God.❤️❤️❤️', 'Спасибо, мне очень нравится слушать хорошую музыку в хорошем исполнении.  Ukraine.', 'Thank you very much.', 'so beautiful', 'Thank you so much', 'Me encanta este chico. Desde su forma de tocar y su carácter, el traje, su corte de cabello y su formalidad sin contar la pasión y dedicación que le pone al instrumento. Quiero hacerle saber que aprecio mucho el esfuerzo por poner una buena calidad tanto en audio como en video y que aparte, agregen esas tomas de distintos ángulos que a mí parecer, son espectaculares', 'Thank you so much for your so good comments,that means a lot to me.encourage me .Yes，you know I try to make better video.thank you for your advices.', '\xa0Yidi Ding\xa0 Sin duda más adelante te estaré animando. Espero que tu camino esté lleno de éxito y te deseo mucha suerte 🍀.', '\xa0Gene rador\xa0 Thank you so much for your kindness even I do not know you.but I can feel you are really very nice.all best.', '\xa0Yidi Ding\xa0 Gracias 😁']"
92_Fh52NXjw,,"Haydn Sonata in D Major, Hob XVI: 37 1st and 2nd movement - Brian Gao (10)",20160519,298,494,6,,0,Brian played this in May 2016. Thanks for watching.,https://www.youtube.com/watch?v=92_Fh52NXjw,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,
t2F6u_vxxRc,,Beethoven Sonata Op. 90 No. 27 - Richard Gao (13),20180504,342,108,4,,0,Richard played this in Nov 2016.,https://www.youtube.com/watch?v=t2F6u_vxxRc,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,
RTGvaUhkaMU,,"Haydn: Sonata in B minor, Hob.XVI:32 | Vincent Ling",20210331,582,591,38,,16,"Haydn: Sonata in B minor, Hob.XVI:32 

I. Allegro Moderato 0:00
II. Menuet 3:22
III. Finale - Presto 7:18

Recorded on 19.03.2021
Florentinersaal, Kunstuniversität Graz, Austria

Sound Engineer - Daniel Comploi

If you enjoyed, please like, share, and subscribe for more! :)

Instagram - https://www.instagram.com/vincent_ling_piano/
Facebook - https://www.facebook.com/vincentlingpianist",https://www.youtube.com/watch?v=RTGvaUhkaMU,https://www.youtube.com/channel/UCQ88pVHuk7SkUXaWaOFM8rA,"['Dominio total. Transmite hermosas sensaciones!!', 'Muchas gracias !! 🥰', 'Haydn would be very pleased! Grüssle von mir und Sinead', 'Many thanks! Liebe Grüßen von mir zu euch!! 🤗', 'This is amazing! Bravo ❤', 'Thank you so much Maja ‼️❤️', 'Bravo!!!', 'Grazie Mille!!! ❤️❤️', 'Great video!', 'Thanks Rachel !! 🥰', 'Bravo!❤️', 'Thanks Jerry 🙏🏼🥰', 'Felicidades, maravilloso!! ✨', 'Muchas gracias! :))', 'Ohhh you’re amazing!!! 👏🏼👏🏼😍', 'Thank you Jess!! ❤️❤️']"
5fLD-usamVM,,Chopin Etude Op. 25 No. 11 Winter Wind - Richard Gao,20200326,225,379,7,,1,"Richard played this in Robert Schumann Competition, March 2019.",https://www.youtube.com/watch?v=5fLD-usamVM,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,['Hot 😍']
d5w4NQiKVgc,,Schumann Abegg Variations - Richard Gao,20190215,457,136,4,,0,Richard played this in Feb 2019.,https://www.youtube.com/watch?v=d5w4NQiKVgc,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,
VFD5MAN503U,,Chopin Fantasie Impromptu Op.66 by Richard Gao (7),20110411,341,11719,30,,29,"Richard, age 7, performed this Chopin Fantasie Impromptu at CCC Piano Competition Gala Concert, April 2011.",https://www.youtube.com/watch?v=VFD5MAN503U,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,"['Very nice, especially for a 7-year old! Full of emotion....wow!', 'Amazing played, most kids play this Impromptu with 9 or 10 years!\xa0', 'Wonderful played, You have a big talent!', ""So amazing! I'm speechless... I'm in my late twenties and I'm a beginner, I just started to teach myself to play. It's very frustrating when I found that a lot of the classical music I like are impossible for me to play simply because they require hand reach over an octave (and my hands are very small). But this piece doesn't! It's quite daunting and encouraging at the same time to see a 7 year old being able to play this piece. It makes me feel there's hope again :)"", '7 years old ??? ok...I give up ...   :)', 'I am speechless....simply wonderful.', 'oh my god !!! talent boy', 'I am speechless!! 7 years old..wow..He will have a very bright future if keeping up. ', 'Ya lo imagino 10 años despues todo un maestro!', 'Impressive!', 'Lawrence here.\n\nWow, that was stunning! What a wonderful performance by someone so young! Your maturity level is far higher than most young pianists. Wonderful! :)', ""Are you really seven?!*%#$ sure your not a extremely professional player with decades of experience in a kid's body? I mean like..wtf"", 'What a talent! You will make your way, no doubt about that! ', 'Amazing ! ♥ ...at 7 year old .... ', '(〃^∇^)o彡 ☆☆☆☆☆\u3000Amazing', 'A M A Z I N G!', 'What a wonderful performance! And you are only 7!', 'Hi Richard:\r\nIt is really a terrific show. You are certainly one of the very few 7-year old kids who can play this piece on this planet...', 'HI its matthew li,\ngood job Richard, pretty pro.=)', 'Barvo!! great performance! and you are just 7! incredible. ', 'F A N T A S T I C  performance, Richard!!!!!  You are just amazing...\r\nIt was a pity that we missed your live performance on Sunday (thanks for sharing this video).', 'Amazing', 'Magnificent performance!!! Brilliant!!!   I loved this, thank you.  Thumbs up and Fav.\r\nAll the best  G.', 'This is incredible. I have never heard this piece performed by someone so young. Bravo!!!!', 'Stunning performance, Richard!  Bravo!!', 'Really, really enjoyed your playing of this everyone loved piece, Richard. I am lucky to watch your playing at the Gala concert last Sunday.  My hearty congrats to you! ', 'Bravo.  I just told another 7 year old that I had never heard this piece done well by anyone under nine.  Now I will have to eat my words.  Bravo.  ', 'Very impressive performance. Good job Richard!', 'Amazing!']"
nf5U2Q2w6jk,,Richard Gao - XIII International V. Krainev Piano Competition for Young Pianists (First Round),20180401,1036,289,10,,0,"Richard played at XIII International Volodymyr Krainev Competition for Young Pianists, Junior Division (First Round), March 20, 2018, in Kharkiv, Ukraine.

00:38 - J.S. Bach Prelude and Fugue BWV 848
04:46 - L. Beethoven Sonata No.21 Waldstein 1st Movement
13:24 - F. Chopin Etude Op.25 No.11 Winter Wind

3rd Prize Winner
Special Prize Winner for Best Classical Sonata
Special Prize Winner for Best Virtuoso Etude
Special Prize Winner for Best Tchaikovsky Work
Nomination ""Young Master"" Junior Division (Age 14 & under)",https://www.youtube.com/watch?v=nf5U2Q2w6jk,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,
GvEIGKhQSls,,"Yidi Ding (丁一迪)，7 years old, Chopin's Nocturne in C minor",20200316,178,1099,90,,16,,https://www.youtube.com/watch?v=GvEIGKhQSls,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,"['so nice', 'eason Ray Thank you so much', 'Yidi Ding yidi ding the little poet of piano is a gifted pianist', 'eason Ray Thank you very much.take care.please', 'Wow, Yidi, what a great surprise...\nAmazing...\n♥️♥️♥️', 'Thank you so much my dear friend ❤️hope you have a great new 2022', 'wow', 'Thank you very much!', 'Nice job Yidi, one of my favorite Nocturnes..', 'Sharon Chen Oh.really.I am really very hear that.thank you very much.', 'Yidi Ding you’re welcome. Keep doing a great job! 🤸🏻🍀', 'Sharon Chen Thank you，Keep going!🌹🌹🌹', 'Beautiful!!!', 'Thank you very much', '\xa0Yidi Ding\xa0 welcome! Do your parents comment for you on YouTube Yidi? Thanks also for subscribing to my channel. Appreciate it 😊 Blessings!', 'Brenda Z My parents just let me do it .']"
K9OTtRbl0fU,-1,Beethoven Piano Society of Europe Junior Intercollegiate Piano Competition 2016 | 1st Prize,20170904,1126,379,13,,0,"Vincent Ling (15)

Bagatelle Op.119 no.8 in C major
Sonata Op.10 no.1 in C minor 

Steinway Hall, London",https://www.youtube.com/watch?v=K9OTtRbl0fU,https://www.youtube.com/channel/UCQ88pVHuk7SkUXaWaOFM8rA,
