id,technique,title,upload_date,duration,view_count,like_count,dislike_count,comment_count,description,webpage_url,channel_url,comments,Scales,Arpeggios,Ornaments,Repeatednotes,Doublenotes,Octave,Staccato
I5rASCtR6Bo,Arpeggios,2016.9 彥羽鋼琴練習~琶音練習曲,20161020.0,46.0,72.0,0.0,,0.0,2016.9 彥羽鋼琴練習~琶音練習曲,https://www.youtube.com/watch?v=I5rASCtR6Bo,https://www.youtube.com/channel/UCuIgydAyQQCpYewWa5_8l1g,,0,1,0,0,0,0,0
BYVIhBTElEs,Arpeggios,G- Arpeggio (hands separate) #GMinorArpeggio #pianoscales #shorts #shortstrending #shortvideo,20240130.0,20.0,96.0,3.0,,0.0,"G- Arpeggio (hands separate)




*Part of my piano practicing from just a few days ago...






#GMinorArpeggio #pianoscales #gminor #arpeggios #pianopractice  #shorts #shortstrending #shortvideo #marilyn #marilynplayspiano",https://www.youtube.com/watch?v=BYVIhBTElEs,https://www.youtube.com/channel/UCkdJNU5qf-10UM4QjQWoIXA,,0,1,0,0,0,0,0
caR2SSD2JlY,Arpeggios,Czerny:The School of Velocity Op. 299 No. 12,20220827.0,39.0,1777.0,24.0,,2.0,,https://www.youtube.com/watch?v=caR2SSD2JlY,https://www.youtube.com/channel/UC4IpL45Vbqc05fnohsOWRJA,"[""That's good"", '👏👏🎹Dificilimos']",0,1,0,0,0,0,0
piECZCUMquY,Arpeggios,#shorts #shortstrending #shortsvideo #gminor #triads #scales #pianopractice #viral #goingviraltoday,20240203.0,16.0,5.0,2.0,,0.0,"~Shorts Version~



G Minor Triads (hands together) 






*A few days ago practicing my G- Triads scales...








#gminor #triads #scales #pianopractice #pianotime #practicingscales #marilyn #marilynplayspiano #gminortriads #gminortriadsscales #viral #viralshorts #goingviral #goingviraltoday",https://www.youtube.com/watch?v=piECZCUMquY,https://www.youtube.com/channel/UCkdJNU5qf-10UM4QjQWoIXA,,0,1,0,0,0,0,0
3TVN_pBzzy4,Arpeggios,琶音暖身練習 - Arpeggio in 2 octaves #shorts,20210531.0,51.0,197.0,4.0,,0.0,"待在家中的鋼琴基礎暖身//

方法：
節拍器設定BPM=60 以每拍4個音練習琶音

練習重點：
和弦分解、手指獨立、轉指速度、及大跳精準度


Have Fun!



—

關於崇豪：
台北出生，自幼學習鋼琴，
於2016旅美就讀紐約城市大學 City College of New York，
Jazz Performance 爵士演奏組畢業。

2020回台後積極投入爵士音樂教育，
為島嶼之火Island Torch之共同創辦人。
參與2020兩廳院夏日爵士派對，擔任音樂總監。
與Vincent Hsu、Andrew Salim、Tsai Wen Hui知名旅歐美爵士音樂家合作。




鐘崇豪個人網站：
https://www.dennischungmusic.com/​",https://www.youtube.com/watch?v=3TVN_pBzzy4,https://www.youtube.com/channel/UCmFiudnTKAAN2b-CgpVWrQA,,0,1,0,0,0,0,0
7sdmulntks4,Arpeggios,钢琴速成教程 第十课：弹琶音奏法,20130829.0,79.0,43338.0,181.0,,4.0,"C        Am
轻轻听，我要轻轻听
    F   G     C
我要侧耳 听我主声音
C        Am
轻轻听，他在轻轻听
    F   G     C
我的牧人 认得我声音

   Em      Am
你是大牧者 生命的主宰
    F   G      C
我一生只 听随主声音
    Em      Am
你是大牧者 生命的主宰
    F   G      C
我的牧人 认得我声音


弹钢琴的速成教程，使用C调的敬拜诗歌《轻轻听》

基本的部分：（1) 用左手弹低音，（2）用右手弹和弦，（3）用嗓子唱旋律。如何找到任意的大调和弦？如果是C调，先弹C，然后加四个半音（就是E），最后再加三个半音（就是G）。如何找到任意的小调和弦？如果是A小调（Am）先弹A，然后加三个半音（就是C），最后再加四个半音（就是E）。学会C调的基本和弦：C, F, G, Am 和 Em。通过学习各种节奏，发展手指力量和协调性。练习，练习，练习，直到你流畅地掌握和弦与节奏，就可以很自然的、轻松的用任何和弦来弹各种节奏。只需看一下歌谱上的和弦，就可以马上弹出来。混合搭配节奏：用你对歌词表达情感的理解，选择最适合的节奏弹出来。掌握了C调以后，开始学习有黑键的调，譬如说 G调, D调, A调 和 E调（使用这样的顺序）。坚持下去，相信你的弹琴之路一定会走的很好，甚至可以在教会里弹几乎任何现代的赞美和敬拜诗歌。愿上帝大大的祝福你！

Crash course on playing piano using the Chinese worship song《轻轻听》in the Key of C. 

The basic parts are: (1) bass note in the left hand, (2) chord in right hand,  and (3) melody in the voice. Find any major chord (e.g. C) by playing the chord name note (e.g. C); add 4 half steps (e.g. E); and then add 3 more half steps (e.g., G). Find any minor chord (e.g. Am) by playing the chord name note (e.g. A); add 3 half steps (e.g. C); and then add 4 more half steps (e.g., E). Learn the basic chords for the key of C which are C, F, G, Am and Em. Gain finger strength and coordination while learning the various rhythms. Practice, practice, practice until you become fluent in the chords and rhythms so that you can play any chord using any rhythm automatically, without thinking too hard, just by glancing at the chord name in the song chart. Mix and match rhythms: choose which rhythm best suits the emotional meaning of what you want the lyrics to convey. Once you've mastered the Key of C, move onto keys with more black keys such as G, D, A and E (in that order). You'll be well on your way to playing piano for almost any modern praise and worship song in church. God bless you!",https://www.youtube.com/watch?v=7sdmulntks4,https://www.youtube.com/channel/UCmubt_IUS3usW59oU6PbrSg,"['指法错了', '自学的吧。。。指法错了', '2指和3指跨四度会不会很累？', '即係乜?']",0,1,0,0,0,0,0
BiL7YPcezpU,Arpeggios,G Minor Triads (hands separate) #gminor #triads #scales #pianopractice #pianotime #practicingscales,20240203.0,22.0,16.0,2.0,,1.0,"G Minor Triads (hands separate) 






*A few days ago practicing my G- Triads scales...








#gminor #triads #scales #pianopractice #pianotime #practicingscales #marilyn #marilynplayspiano #gminortriads #gminortriadsscales",https://www.youtube.com/watch?v=BiL7YPcezpU,https://www.youtube.com/channel/UCkdJNU5qf-10UM4QjQWoIXA,['❤'],0,1,0,0,0,0,0
Yr50r0XOqe8,Arpeggios,順勢演奏的超快琶音~快來看放鬆彈琴的強大成效！,20230301.0,4.0,752.0,13.0,,0.0,,https://www.youtube.com/watch?v=Yr50r0XOqe8,https://www.youtube.com/channel/UC8_ijjpNCBR9bV9YBofRYWg,,0,1,0,0,0,0,0
hkgt_NcQF6s,Arpeggios,Advanced Arpeggio Exercise: Demonstration  進階琶音練習: 示範,20140228.0,85.0,2032.0,12.0,,,,https://www.youtube.com/watch?v=hkgt_NcQF6s,https://www.youtube.com/channel/UCmsahNiREeL6c6aQV1uFHFQ,,0,1,0,0,0,0,0
DhfTJRkP1es,Arpeggios,Bach巴赫小步舞曲 练习密集位置的三和弦琶音,20200717.0,87.0,217.0,4.0,,,,https://www.youtube.com/watch?v=DhfTJRkP1es,https://www.youtube.com/channel/UCBOVRjN_PXdRP-icT3R2oEA,,0,1,0,0,0,0,0
9WgnouU8Cbc_cut,Arpeggios,"Mikrokosmos: No. 143 Divided Arpeggios, No. 147 March",20160125.0,241.0,2439.0,16.0,,,"Provided to YouTube by Hungaroton

Mikrokosmos: No. 143 Divided Arpeggios, No. 147 March · Béla Bartók

Bartók at the Piano 1.

℗ 1991 HUNGAROTON RECORDS LTD.

Released on: 1991-08-11

Auto-generated by YouTube.",https://www.youtube.com/watch?v=9WgnouU8Cbc,https://www.youtube.com/channel/UCKQ74qpdMORsgW4ZfmbdF2w,,0,1,0,0,0,0,0
YUcCcNROo4o,Arpeggios,琶音Arpeggio 1 (C大調~d小調),20210724.0,50.0,4942.0,29.0,,0.0,"#鋼琴​​​​ #Piano 
#琶音 #Arpeggio

哈囉大家好 今天的進度是琶音
範圍 : C大調、a小調、F大調、d小調

-
Check my channel:

◆看看Winnn的練習心得以及生活札記↓

YouTube:
https://www.youtube.com/channel/UCHnp2zMd9K6Flh012MP6EDA/featured

Facebook:
https://www.facebook.com/WinnnDocuments/?modal=admin_todo_tour",https://www.youtube.com/watch?v=YUcCcNROo4o,https://www.youtube.com/channel/UCHnp2zMd9K6Flh012MP6EDA,,0,1,0,0,0,0,0
wZnoYThr2As,Arpeggios,琶音练习,20200516.0,67.0,1226.0,7.0,,1.0,,https://www.youtube.com/watch?v=wZnoYThr2As,https://www.youtube.com/channel/UCBaB9X7S3scVmIs2NPVgodA,['速度要加快!!!'],0,1,0,0,0,0,0
Bei7Hazlwjg,Arpeggios,P. 16 Etude 踏板与琶音组《练习曲》—JOHN THOMPSON'S MODERN COURSE FOR THE PIANO SECOND GRADE,20200529.0,35.0,251.0,5.0,,0.0,,https://www.youtube.com/watch?v=Bei7Hazlwjg,https://www.youtube.com/channel/UCpExeoJdDpBR4-qyKjE6qHA,,0,1,0,0,0,0,0
eme_SAE6rok,Arpeggios,Carl Czerny 50 Etude Op.740 No.46 - Francesco Libetta (in tempo),20200304.0,83.0,10113.0,124.0,,7.0,Carl Czerny 50 Etude Op.740 no.46 in F major - Played by Francesco Libetta (in tempo) 체르니50 46번,https://www.youtube.com/watch?v=eme_SAE6rok,https://www.youtube.com/channel/UC84dAlC7fM8Yc2ervk7qFew,"['Awesome etude of czerny', '""압도적인 힘""이 느껴지네요.\n혹시 뭐 하시길래 영상이 뜸한가요?', '한국인 댓글을 드디어 찼았다!\nFinally I found korean!', 'Please come back ;¬;', '🌈👍🏻', 'This etude is very tricky :(', 'First view and comment :))']",0,1,0,0,0,0,0
sxlXBMYkbkQ,Arpeggios,琶音變奏曲～婕安納～庭瑜～110/12/12鋼琴演奏,20211212.0,53.0,45.0,0.0,,0.0,,https://www.youtube.com/watch?v=sxlXBMYkbkQ,https://www.youtube.com/channel/UCzWtHHaZEJVaCLs0EDt0HtQ,,0,1,0,0,0,0,0
HHRr0akDG-0,Arpeggios,"Béla Bartók, No. 85, Broken Chords",20121105.0,77.0,3775.0,44.0,,1.0,"Dr. Alan Huckleberry, piano
The University of Iowa Piano Pedagogy Video Recording Project
IMTA Level C3
From Mikrokosmos, Volume 3",https://www.youtube.com/watch?v=HHRr0akDG-0,https://www.youtube.com/channel/UCsSOLdpj2noIe2ckspOg50g,['Brilliant!'],0,1,0,0,0,0,0
te5duc9WAh0,Arpeggios,2016 07 01_E7琶音及倒琶慢速版,20160728.0,16.0,40.0,0.0,,0.0,"2016-07-01 

E7琶音(3 #5 7 2)及倒琶",https://www.youtube.com/watch?v=te5duc9WAh0,https://www.youtube.com/channel/UCgt0BrBoI7RsrcV250EK4Fw,,0,1,0,0,0,0,0
22svsJ75oZQ,Arpeggios|Staccato,"Czerny - The Art of Finger Dexterity, Op.740, No.47",20210327.0,101.0,6920.0,218.0,,17.0,"Why did I spend almost two months practicing a Czerny's etude...
Anyway.

Carl Czerny - Op.740, No.47",https://www.youtube.com/watch?v=22svsJ75oZQ,https://www.youtube.com/channel/UC67f0wcSF7r79Fne5NK__sw,"['I’ve been familiar with this etude for around 2 years and I’m convinced this is currently the best performance in the world. He does so much more with it than Francisco Libetta and the tempo is so much better', 'Awesome 👍', ""Well done! Contrary to what someone commented, your tempo was perfect and your playing fluent, flexible and nuanced. I'm very impressed,  I enjoyed that!"", 'Bro. Thank you so much for these uploads.', 'And thank you so much for these comments :)', ""Man you're great but i think that at this speed it lose every bit of musicality that it could have. Personally i enjoy it just a little little slower.  Anyway Bravo!"", 'Very Beautiful!!!! Please Czerny Op.365 etude 15', 'This sounds like a mixture of Chopin Op.10-5 & Op.25-9 - I\'ll name this ""black butterfly study""!', 'Very funny but yes', 'Godowsky actually did the actual thing called ""Badinage""', '\xa0@utvpoop\xa0 yes, true, ca.50 years after this.', 'this is amazingly good', 'Keep it up. Long time fan here', 'Damn i miss this piece kinda made me want to relearn it fun pieces!', '一定爆紅 已經爆紅', '讚喔', 'Very good !']",0,1,0,0,0,0,1
BqiSIOFQSFk,Arpeggios,E+ Triad #scales #EMajorTriad #piano #pianotime #pianopractice #practicing #marilyn #autumn2023,20231118.0,24.0,75.0,4.0,,0.0,"E+ Triad




*From Tonight... scales can be fun to practice!





#scales #EMajorTriad #piano #pianotime #pianopractice #practicing #marilyn #autumn2023",https://www.youtube.com/watch?v=BqiSIOFQSFk,https://www.youtube.com/channel/UCkdJNU5qf-10UM4QjQWoIXA,,0,1,0,0,0,0,0
B4qtWa7uzqQ,Arpeggios,36 bB大调练习曲 跨越,20150520.0,57.0,369.0,0.0,,0.0,,https://www.youtube.com/watch?v=B4qtWa7uzqQ,https://www.youtube.com/channel/UC36fRPbLVO2oQ-CxEgjTi_w,,0,1,0,0,0,0,0
VnH4b-eYQDc,Doublenotes,"Burgmüller: The Little Party, Op. 100 No. 4 | Cory Hall, pianist-composer",20130621.0,91.0,119748.0,1240.0,,82.0,"Learn Piano, Sight-Reading, Music Theory & More ► https://wellroundedpianist.com 
Test Your Sight-Reading Skills ► http://www.pianomarvel.com/app/index.htm?PromoCode=BACH&TestSasr=1
Learn About the Art of Sight-Reading (Article) ► https://www.bachscholar.com/the-art-of-sightreading-1
Get the World’s #1 Sight-Reading System (Book) ► http://store.subitomusic.com/index.php?main_page=product_info&cPath=3_101_1133&products_id=8254
Get the World’s #1 Sight-Reading System (E-Book) ► https://www.bachscholar.com/books/sight-reading-harmony
Order BachScholar® Books (Worldwide Shipping) ► http://store.subitomusic.com/index.php?main_page=advanced_search_result&search_in_description=1&keyword=BachScholar
Download BachScholar® Books (E-Books) ► https://www.bachscholar.com/books",https://www.youtube.com/watch?v=VnH4b-eYQDc,https://www.youtube.com/channel/UCuHRjYQVbZ1r48LL8MODEtw,"['Gracias. Me resulta tan tan dificil tocar las Dos teclas a la vez!', 'Estou aprendendo essa música. Acho um pouco difícil fazer as tercas, as vezes os dedos não querem obedecer😅. Mas continuo treinando pra melhorar cada vez mais', 'Ok I’m trying to learn that one now and it’s kind of a ….challenge', 'I don’t think the recommended fingering is being used here', 'Merci.  I received your book yesterday.', 'You did none of the fingering correctly.', 'Thx to you I past my grade 2 piano test', 'Do you play burgmuller op 100 no 6', ""This is one of those pieces that feels like a level up if you're in the Clementi Op. 36 no 1 area. It's like a melody with thirds. Thirds like never before. Slurs with thirds. Or thirds with slurs. Tongue twister. This is probably ljke.. The thirds mastery piece. Once you do this you've got thirds and can make thirds sound like single notes in a melody. This was painful at first from tension from the thirds with slurs and leaps but I'm happy to say I got through the initial phase and now they're relaxed. Stick through it you guys this is one of the good ones. I recently decided to continue learning all of the pieces in this book. I feel each one will be useful in its own way."", 'Ok good but, can you play slow ok, ty.', 'you can put the video in 0.25× speed', 'Who is looking for hilarious comments in the comment section.', 'Me 😎', 'Sounds fun but wrong fingering', '💨fast', 'I can’t even play this', '👧🏻🤣', 'Very good😀👍👏but wrong Fingering!', '👍👍👍👍👏👍👍👍👍👍👍👍👍👏👏👏👏👏👏👏👏👏👏👍👍👍👏👏👏👏👍👏👏😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄👏👏👏👏👍👏👏👍', 'You are very good at it!!!!👍🏻👍👍👍🏻👍🏻😄👍😄😄😄😄😄😄😀😀😀😀👍', 'is it just me who is still playing this in 2021', 'Me', 'Me too', 'Me three', ""I am a 30 year old male. Started playing for past 3-4 months seriously. I was able to get a hang of the first 3 pieces(of course none of mine sounded as they play in youtube videos)  but this one seems very challenging form the beginning. I have tried it for 30 minutes now, and I have no idea how to progress with this one. I'm self learning and have no guidance apart from youtube."", '3-4 and you’re able to play this?! Woah!! You’re really talented!! Good luck!! : D', 'Not the right fingering \nFor teaching purposes that not right', 'Excelente!', 'So good! I’m learning how to play it.', 'Beautiful.', 'Lovely and wonderful', ""Working through the whole book! This one seems like trouble I hate thirds 😂 but for my performance last year I nailed the short part in Chopin's waltz in b minor, but this piece is mainly thirds haha. Hopefully I'll learn this by the end of the week!!!!"", 'Easy after 9 hours of practice', 'That’s a long time I only practice for one hour!', 'Just got this piece. Very pretty. Love it. Very fun 2 play.', 'This song is a piece of cake after I play for 2 months', 'really? I can play it after 2 days', '2 months??!!', 'Finger number wrong🎃😭', 'I know', 'brilliant‼️', 'This piece is so hard', 'This is my favourite classical piece', ""There's a whole world of amazing classical music out there. If you like this maybe listen to chopin? Or debussy?"", '\xa0@a_ghoul\xa0 haha agree man!', '¿¡', 'thank you torkoal guy i will try my best your pal bach', 'Wow Cory!!', ""C'est très beau!"", ""C'est magnifique!"", 'Love it!', 'Linddooo 👏. Eu tb toco no Brasil e a lição que mais amo e essa.. Adoro seus vídeos. . Queria ter um piano, mas o único que tenho é um órgão e nele já dá pra estudar bastante..  😊 parabéns', 'Beautiful', 'Sounds like a run away train', ""There is really little purpose in thise Etude if you don't abide the fingering :D Clearly you have no need for it in the first place, still.."", 'He is not playing the fingering correctly', '\xa0@TheSadMusician\xa0 that is what they said...', ""Just got this piece this week.  I'm taking it slow learning the fingering.  it's kind of hard."", 'Same', 'I have the whole book :D. After you have learnt the fingering it is very easy', 'Same- I can’t lift at the right time either-', 'Sounds beautiful and a bit fast', ""I'm learning this piece, and I'm playing it really slowly for now xD\nAmazing performance!"", 'cool', 'Really like your playing, sounds great.', ""i don't know why, but this piece reminded me of christmas"", 'Me too!', 'Reminds me of a Christmas movie or animal crossing', 'LOL', 'Me too!', ""I don't play jazz, so I'm not the person to ask. Although ragtime is technically jazz since most later jazz styles evolved from it, it's really closer to classical in terms of performance. "", 'MAN! UR VERY SKILLED! CAN U PLEASE TELL ME ABOUT JAZZ piano?\n\nI found rags, they r not so much jazz . is it?\nI wanna find some reall jazz piano sheets and practice, can u be kind to tell me who r good artists of jazz? ', ""bell'intervallo musicale"", 'Wonderful musical performance !', 'Thanks! They are great pieces for players of all levels, not just for kids and not just for beginners.', 'Hi', 'Hi I am starting the piece and I am only 4', 'Are you joking?', '@Lin Hanjia  i think their joking....... you can’t be on yt if your 4 yrs old and a 4 year old doesnt know how to work a electronic device (or ur joking and i cant tell)', '@Lin Hanjia also, if you are not joking then they are also not 4 because since it has been 2 years since the person has commented and they started their channel 14 yrs ago, 14-2 is 12 so therefore they would have to be 12+\nedit : wait no wth am i saying i’m going insane anyway, just cut out half and since they started 14 yrs ago they have to be 14+', '\xa0@novavvid\xa0  You can fake your age', ':D']",0,0,0,0,1,0,0
5MLsm8mh-0I,Doublenotes,"Carl Czerny, Op 599, 21",20120811.0,34.0,43151.0,237.0,,17.0,"Dr. Alan Huckleberry, piano
The University of Iowa Piano Pedagogy Video Recording Project
IMTA Level C2
Op 599, Practical Method for Beginners at the Pianoforte",https://www.youtube.com/watch?v=5MLsm8mh-0I,https://www.youtube.com/channel/UCsSOLdpj2noIe2ckspOg50g,"['Good luck', '🤩', 'Wow', 'Wow...that is so awesome! Very helpful!!!!!', 'Very helpful indeed', 'OMG', '😀', 'Btw u play really good and thanks it is really useful cause I play czerny lots', 'Season Chen me too', 'Meh as well', 'I am also new to piano rn and my teacher has me play the op 599 parts. This one is beatifull', 'really useful chanel thanks :)', 'Sffcyfcgvygugsdmouyhnerddthghfjhghvn', 'Grace Lin lol', 'Grace L', 'Cat on keyboard', 'Bru are u ok']",0,0,0,0,1,0,0
qcsNTWUKfmY,Doublenotes,Carl Czerny Op.599 - 42,20180410.0,47.0,143.0,4.0,,0.0,"Carl Czerny
Practical Method for Beginners on the Pianoforte
Erster Lehrmeister
Il Primo Maestro Di Pianoforte",https://www.youtube.com/watch?v=qcsNTWUKfmY,https://www.youtube.com/channel/UCxCsaosvbuH57sF52KePVEg,,0,0,0,0,1,0,0
VYa5Rt1kKzQ,Doublenotes,"Czerny - The Art of Finger Dexterity Op.740, Book V - No.39",20100303.0,131.0,38061.0,93.0,,0.0,"Vivien H. Slater, piano",https://www.youtube.com/watch?v=VYa5Rt1kKzQ,https://www.youtube.com/channel/UC-W45uERzWmlf5fPHIVUClg,,0,0,0,0,1,0,0
bdYhyPH6jbY,Doublenotes,"Bartók   No  73, Sixths and Triads from Mikrokosmos Vol III",20190308.0,39.0,182.0,3.0,,0.0,"Béla Bartók's Mikrokosmos (in Hungarian, Mikrokozmosz) Sz. 107, BB 105 consists of 153 progressive piano pieces in six volumes written between 1926 and 1939. The individual pieces progress from very easy and simple beginner études to very difficult advanced technical displays, and are used in modern piano lessons and education. In total, according to Bartók, the piece ""appears as a synthesis of all the musical and technical problems which were treated and in some cases only partially solved in the previous piano works."" 

Volumes I and II are dedicated to his son Péter, while volumes V and VI are intended as professionally performable concert pieces. Bartók also indicated that these pieces could also be played on other instruments; Huguette Dreyfus for example has recorded pieces from Volumes III through VI on the harpsichord. And there are transcription made as methods used for learning for other instruments, such as the harp and the guitar. 

In 1940, shortly before they emigrated to the United States, he arranged seven of the pieces for two pianos, to provide additional repertoire for himself and his wife Ditta Pásztory-Bartók to play in concert.

All of the six volumes progress in difficulty, namely:

Volumes I and II: Pieces 1–36 and 37–66, beginner level
Volumes III and IV: Pieces 67–96 and 97–121, moderate to advanced level
Volumes V and VI: 122–139 and 140–153, professional level

(Information with the help of Wikipedia)

These pieces are used in some conservatoires as fundamental learning material, and together with Bach, I believe they cover a vast range a pianistic techniques indispensable to the pianist. 

As compositional works, I believe these pieces to be made with excellent craftsmanship, and a great source of techniques and theoretical materials essential to the composer of the 21st Century.

A somewhat technical musical piece using the arm and wrist technique. 
______________________________________________________
If you would like to know more please visit: http://www.pushkarcarlotto.com

Thank you for visiting my channel. 
You are welcome to leave a comment, and if you enjoyed my video, you are welcome to share and like. 
Do subscribe if you would like to get notified when there is a new upload. Thank you. (By Subscribing you are also going to support my Channel and help it to grow. Thank you.)",https://www.youtube.com/watch?v=bdYhyPH6jbY,https://www.youtube.com/channel/UCwctd7yY7luWFJJJGuDNyWw,,0,0,0,0,1,0,0
BbVY3PQlpvs,Doublenotes,Czerny Op. 599 24,20190917.0,26.0,139.0,6.0,,,"20190916, 8 years old",https://www.youtube.com/watch?v=BbVY3PQlpvs,https://www.youtube.com/channel/UCj0d5HBBOd1XLqv86i4XFDw,,0,0,0,0,1,0,0
tHoVTbZEab8,Doublenotes,Béla Bartók - Mikrokosmos Book 3 - No. 67 - Thirds against a Single Voice,20230806.0,35.0,89.0,3.0,,0.0,"Exercise No. 67 from Bartók's Mikrokosmos, third book.",https://www.youtube.com/watch?v=tHoVTbZEab8,https://www.youtube.com/channel/UCYMo7tAr2TkkvfR5f5Uyr3w,,0,0,0,0,1,0,0
