id,mark_sub_level,title,upload_date,duration,view_count,like_count,dislike_count,comment_count,description,webpage_url,channel_url,comments
yabkWMFn-7w,,Behind Her Eyes - Waking Up (Netflix) [Remastered Cover / Tutorial],20230217,88,116,8,,7,"I remastered my cover of Waking Up by Freya Ridings using Noire by Native Instruments, arranged by Wheelers Tutorials:

https://m.youtube.com/watch?v=AWuL-98Pyhc

This is the soundtrack of Behind Her Eyes, a Netflix original TV Show. Possibly the most psycho show I have watched 🤣 

🔪 to match the psycho vibes

If you liked it, leave a like. If you loved it, share it with a friend ;)

Piano - Yamaha P45
Software - SeeMusic

You can find more piano content at:
https://www.tiktok.com/@luiscgraca
https://www.instagram.com/luisgracapiano

Thanks for watching!

💸 If you would like to help me upgrade my equipment so I can produce better videos, you can do so here:

☕ https://www.buymeacoffee.com/luisgraca
💰 https://www.paypal.me/luiscgraca
Bitcoin: 382Ltrh6JGxHkdSZ8NY8pDCciZsLuHE6UR


#BehindHerEyes #WakingUp #Netflix #FreyaRidings #Piano #PianoTutorial #YamahaP45 #AstralProjection #Souls #Green #Pink #Blue #Psycho #Noire #nativeinstruments #kontakt",https://www.youtube.com/watch?v=yabkWMFn-7w,https://www.youtube.com/channel/UCV_NSE1aLQt04b9CHUX4l7Q,"[""It's been 2 years today since this crazy show came out 🔪"", 'Great series and piece!', 'Freaky 🔪', 'Another excellent song as well as another magnificent and exciting performance, thanks for sharing your music and talent and see you soon Luís, like 4', 'Thanks for watching, Jose! I appreciate it', 'Lovely! I don’t think I’ve seen this show before!', ""Thanks! It's a little psycho""]"
mu8pmGcX-EU,,I Learned It For 5 Hours Piano practice Day 12 of 30,20230505,48,96,12,,0,#czerny #etude #practicepiano #pianopractice  #piano #classicalpiano #classicalmusic #music #classical #pianist #musician,https://www.youtube.com/watch?v=mu8pmGcX-EU,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,
tMXaLb0iQeM,,Piano Solo Love Affair Ennio Morricone,20230823,121,163,,,0,,https://www.youtube.com/watch?v=tMXaLb0iQeM,https://www.youtube.com/channel/UCztTKflXnyZ4vfWCQKO3nPw,
qpqYX8pJmAU,,Oblivion A. Piazzolla,20210208,61,98,8,,2,"Oblivion A. Piazzolla. Beautiful and wonderful piece.



#piano #classicalpiano #classicalmusic 
#music #classical # pianist #bach #air 
#musician #pianoplayer #grandpiano #pianovideo #lovepiano #femalepianist 
#pianosolo #pianocover #astor #piazzolla #piece #oblivion",https://www.youtube.com/watch?v=qpqYX8pJmAU,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Классная тема, огонь🔥🔥🔥 \nМолодец, старайся в том же духе, только для подписчика превью бы сделать, а так всё гуд 😊😉', 'Спасибо! Буду стараться!😀💕👍']"
OKf_bNwdLV4,,Yann Tiersen - Porz Goret (Piano Cover / Tutorial),20230507,268,462,27,,7,"Here's my piano cover / tutorial of Porz Goret by Yann Tiersen. I had learned this one about 2y ago but never got around to filming it in this format.

If you'd like to support me:

🔔 Subscribe to my channel: https://www.youtube.com/@luisgraca  
🎧 Listen to my music: https://spotify.link/wEKkJaQH5wb
🤝🏽 Share it with a friend 

🎹 Follow me on Instagram: https://www.instagram.com/luisgracapiano
🎶 Follow me on TikTok: https://www.tiktok.com/@luisgracapiano
🎼 Buy my sheet music: https://www.ko-fi.com/luisgraca

OR 

🙏🏼 Become a Patron: https://www.patreon.com/user?u=84450220
💸 Donation: https://www.paypal.me/luiscgraca
☕ Buy me a coffee: https://buymeacoffee.com/luisgraca

#porzgoret #yanntiersen #piano #pianocover #independentartist #luisgracapiano",https://www.youtube.com/watch?v=OKf_bNwdLV4,https://www.youtube.com/channel/UCV_NSE1aLQt04b9CHUX4l7Q,"['This is too slow', ""I'll take it. Nice handle 🤣"", 'I think he meant the volume of the video is too low. Indeed !', ""You can't put it into words. Brilliant as always. Thank you."", 'Thanks for the support! 💪🏼', 'Luis, this is so beautiful!! Great choice! You played wonderfully, this is so enchanting ✨', 'Thanks! 🤜🏽🤛🏽']"
9SdU2lTSc6M,,60 days of practice: day 45 Chopin Waltz op.64 no.2,20230712,57,176,9,,4,#chopin #chopinwaltz #waltz #pianopractice #practicepiano #piano #classicalpiano #classicalmusic #music,https://www.youtube.com/watch?v=9SdU2lTSc6M,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Suena lindo <3❤', '🥰🤗❤️', 'Bravissima!!!', 'Thank you Angelo❤️❤️❤️']"
Mk6lg57ClnI,,60 days of practice: day 20 Crazy Chords by Rachmaninoff 🤪,20230613,87,200,16,,4,#rachmaninoff #rachmaninoffprelude #prelude #crazypiano #pianopractice #practicepiano  #piano #classicalpiano #classicalmusic #music #classical #pianist #musician,https://www.youtube.com/watch?v=Mk6lg57ClnI,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"[""That's really good my guy, just a word of advice try to lean into the last chord end of beat 2 bar 3 and bash the A on beat 3 Bar 3"", 'Thank you very much 🤗', 'Fantastic !!!! Great 🌟🌟🌟🌟🌟', 'Thank you🥰']"
TLdkae1fzjo,,Czerny Etude 17 Piano Practice Day 22 of 30,20230515,25,58,9,,2,#czerny #etude #pianopractice #practicepiano #chopin #piano #classicalpiano #classicalmusic #music #classical #pianist #musician #черни #этюд #фортепиано #пиано #пианист,https://www.youtube.com/watch?v=TLdkae1fzjo,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Perfect !!!', '🤩🤩🤩🤗👍❤️']"
oIO5OIYLd2Q,,60 days of practice: day 34 Chopin Nocturne E Flat Major,20230627,80,661,22,,8,#chopin #chopinnocturne #nocturne #pianopractice #practicepiano #piano #classicalpiano,https://www.youtube.com/watch?v=oIO5OIYLd2Q,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Why you not play the first 3 minutes and 15 seconds?? Also nice I just finished learning the hole song yesterday. Now I gotta practice it. I have a talent show in 2 days and I want to play it lol wish me luck!', 'Good luck bro', 'Good luck🤗', 'good luck', 'How it went??', '\xa0@lmao_9782\xa0 was about to ask that', 'When did you start playing piano, if I may ask?', 'a long time ago when I was 7 years old']"
z2gRS6AFwrY,,60 days of practice: day 52 | Chopin Fantaisie-Impromptu | Relax,20230724,108,437,20,,2,#chopin #chopinfantaisieimpromptu #fantaisieimpromptu mpromptu #pianopractice,https://www.youtube.com/watch?v=z2gRS6AFwrY,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Amazing touch and perfect tempo, you are really a very good Pianist !!!!', 'Thank you so much for your support🥰🥰🥰💞']"
4NhP1itWidg,,60 days of practice: day 44 Beethoven Sonata no.2 | The Most Beautiful Part,20230711,68,117,14,,0,#beethoven #beethovensonata #sonata #pianopractice #practicepiano #piano,https://www.youtube.com/watch?v=4NhP1itWidg,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,
aC7UiEQfG80,,60 days of practice: day 35 Chopin Waltz op.64 no.2,20230628,56,306,20,,0,#chopin #chopinwaltz #waltz #pianopractice #practicepiano #piano #classicalpiano #classicalmusic,https://www.youtube.com/watch?v=aC7UiEQfG80,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,
p6_sgkC9bQQ,,Harry Potter 7.2 - Courtyard Apocalypse (Piano Version),20231109,121,991,33,,16,"After Statues last month, here is my piano arrangement of Courtyard Apocalypse - composed by Alexandre Desplat and part of the Harry Potter and the Deathly Hallows (Part 2) original motion picture soundtrack.

I'm having fun arranging / playing by ear and will try to stick to my goal of 1 arrangement per month. Can you guess what the next one will be? 

Spotify - http://tinyurl.com/spotifycourtyardapocalypse
Apple Music - http://tinyurl.com/applemusiccourtyardapocalypse

Piano - Yamaha Clavinova CLP-745
Audio - Garritan CFX Concert Grand
Visuals - SeeMusic

If you would like to support my work:

https://www.paypal.me/luiscgraca
https://www.ko-fi.com/luisgraca

#harrypotter #alexandredesplat #courtyardapocalypse #pianoarrangement #originalsoundtrack #ost #pianocover",https://www.youtube.com/watch?v=p6_sgkC9bQQ,https://www.youtube.com/channel/UCV_NSE1aLQt04b9CHUX4l7Q,"['Stream it here:\n\nSpotify - http://tinyurl.com/spotifycourtyardapocalypse\r\nApple Music - http://tinyurl.com/applemusiccourtyardapocalypse', 'Hi Luís! Awesome video. Curious on how you self-taught, any specific videos or resources you would recommend?', ""Hey, Jules!\nI just saw other people playing on their YouTube channels (synthesia tutorials) and copied the notes, then memorised them. \n\nFor synthesia you can check Jacob's Piano, Rousseau, Patrik Pietschmann, etc.\n\nFor more technical tutorials, check Denis Zhdanov, Antune, Josh Wright, Piano Secrets"", 'Wow!!! Love it. How did you do the visuals and how does it work with midi? Thank you!!!', 'That was awesome !', 'Thanks, Nick!', 'I watched your piano progress video and I would love to see progress updates on some of the pieces! Revolutionary etude is quite mechanically taxing, but Aeolian Harp (Op. 25 No.1) or The Bees (Op. 25 No. 2) are both good starter Chopin etudes. Of course these are only suggestions if you are still practicing classical piano.', 'Hey, thank you!\nRight now my focus is on making piano arrangements of film soundtracks, but I might go back to learning classical at some point', 'Hey Luís, how’d you get this shot of your hands?', 'Hey, Maxwell\n\nI have my phone filming from above, I wear a black long sleeve and I have a black sheet on the floor. Then I adjust the contrast of the video after filming, if necessary', 'Amazing 🤩', 'Thanks!', 'Enthralling ☺️', 'My top commenter is back 🥇\nThank you 💜', 'Courtyard Apocalypse is one of my favorite pieces from Harry Potter - absolutely epic 🤩\nWhat an awesome cover!!', 'Yes, the climax 🔥\nThank you!']"
krGnkCa0hsM,,Oliver at piano  #shorts,20230731,43,6,0,,0,"Oliver joins my practicing today.  

  #piano #music #pianoteaching #pianotutorial #bach #classicalmusic #pianolife
 #pianist #keyboard #relaxingpianomusic #cat #catlover #catpiano 


For info on private Zoom lessons, email:
aknightmusic@proton.me",https://www.youtube.com/watch?v=krGnkCa0hsM,https://www.youtube.com/channel/UCNYXoB4duLvrUR5ERSAHjNg,
Fu7azODgXRQ,,Bach: Invention 13 in A Minor (BWV 784),20210702,96,6231,113,,7,#Bach #Inventions #Invention13 #Piano #InventionsAndSinfonias #BWV784,https://www.youtube.com/watch?v=Fu7azODgXRQ,https://www.youtube.com/channel/UCARhyyxNbUEim4VCL16_YSg,"['Beautifully played! <3', 'Are you playing on a Nord Piano ?', 'Indeed I am! I just use it to play on though, the sound is coming from a VST (Ivory II)', 'Prachtig! 👵', 'Hello, nicely played but there is just a small mistake in the title, this is the a minor invention', 'Thank you! Was indeed not correct :)', '\xa0Peter Plays Piano\xa0 LOL']"
QKqpFlCww8U,,Beautiful Music Piano Practice Day 19 of 30,20230512,43,45,5,,0,#tchaikovsky #sweetdream #sweet #dream #pianopractice #practicepiano #chopin #piano #classicalpiano #classicalmusic #music #classical #pianist,https://www.youtube.com/watch?v=QKqpFlCww8U,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,
16OY8a7iRDs,,60 days of practice: day 1 Chopin Waltz C Sharp Minor,20230524,90,1129,30,,9,#chopin  #chopinpiano #chopinwaltz #waltz #pianopractice #practicepiano  #piano #classicalpiano #classicalmusic #music #classical #pianist #musician,https://www.youtube.com/watch?v=16OY8a7iRDs,https://www.youtube.com/channel/UCGErFuoNnSdk6kCDKUpuExQ,"['Wonderful job', 'Thank you so much🤗', 'for how many years have you been playing the piano?Asking because I really wanna start(im kinda old though 19 ) and im curious to know how many years it takes for someone to be able to practice pieces', 'I have been playing the piano for many years.  I don’t know how long it will take, it depends on many factors: talent, teacher, time.  The first small pieces can be practiced already in the first year.', '\xa0VolhaPiano\xa0 Thanks and good luck with your practice', 'Thank you', ""Lol, I started with no teacher at 18, I'm 19 now. I can't even read sheet music lol, I just use synthesia but I can play fur Elise and Waltz in A minor"", 'best wishes for this new target !  you already start strong with Chopin', 'Thank you dear🙌']"
f7_gmrooztk,,하농 3번,20220712,30,106,,,,,https://www.youtube.com/watch?v=f7_gmrooztk,https://www.youtube.com/channel/UCztTKflXnyZ4vfWCQKO3nPw,
rY3loSzwiiU,,Yann Tiersen - Comptine d'Un Autre Été (Amélie),20201021,156,42235,768,,16,"Yann Tiersen - Comptine d'Un Autre Été (Amélie)

You can find more piano content at:
https://www.tiktok.com/@luiscgraca
https://www.instagram.com/luisgracapiano

Thanks for watching!

💸 If you would like to help me upgrade my equipment so I can produce better videos, you can do so here:

☕ https://www.buymeacoffee.com/luisgraca
💰 https://www.paypal.me/luiscgraca
Bitcoin: 382Ltrh6JGxHkdSZ8NY8pDCciZsLuHE6UR

#YannTiersen #ComptinedUnAutreÉté #Amélie #Piano",https://www.youtube.com/watch?v=rY3loSzwiiU,https://www.youtube.com/channel/UCV_NSE1aLQt04b9CHUX4l7Q,"['I have been trying to learn this with sheet music. Is this a program that lights up notes on keyboard. I actually have Native instruments keyboard that lights up. Will it work.\nNice work by u :)', 'The program I use is SeeMusic, check out @seemusicpiano for tutorials on how to use it 👍🏼', 'A fabulous music!', 'Indeed. Thanks for watching!', 'Excellent music and Played friend 🎶👏🎹\nThanks for sharing', 'Thank you for watching!', 'Never herd of this music', ""I'm glad to be the one to introduce you to it. Hope you enjoyed it"", 'Nice bro!!', 'Thank you bro 🤜🏽🤛🏽', ""I love Yann Tiersen music. Comptine d'un autre été is so beautiful, I played too. Congratulations 👏👏👏"", 'Thank you!', 'Remarkable!', 'Thanks!', 'This music transports me to a better world!🤗', 'Thank you for being my top fan 😂']"
I8LJETvd_lM,,Beethoven - Moonlight Sonata (1st Movement),20210320,414,1882,38,,12,"Beethoven - Moonlight Sonata (1st Movement), aka Piano Sonata No. 14 in C-sharp Minor, Op. 27, No. 2: Sonata Quasi una Fantasia

You can find more piano content at:
https://www.tiktok.com/@luiscgraca
https://www.instagram.com/luisgracapiano

Thanks for watching!

💸 If you would like to help me upgrade my equipment so I can produce better videos, you can do so here:

☕ https://www.buymeacoffee.com/luisgraca
💰 https://www.paypal.me/luiscgraca
Bitcoin: 382Ltrh6JGxHkdSZ8NY8pDCciZsLuHE6UR

#Beethoven #MoonlightSonata #ClassicalMusic #Piano",https://www.youtube.com/watch?v=I8LJETvd_lM,https://www.youtube.com/channel/UCV_NSE1aLQt04b9CHUX4l7Q,"['My favourite i would like to learn this, i keep starting and stopping but you have inspired me so thank you', 'Go for it! Good luck 💪🏼', 'Ah, yes. Perhaps one of my best pieces.', 'Perhaps indeed', 'Beautiful ❤️🥰❤️', 'Thanks for watching! 🌜', 'Amazing job! 💫', 'Magia que sente e faz sentir!!! Awesome!!! 🎵🎧🎹🎩🎶👏🏽👏🏽💚', 'Sir bo noit sir. Awesome stage light effect sir. Keep up the good work sir 😁', 'Fantástico', 'Amazing job! Keep on with the great work!', 'Brutal 🧙\u200d♂️']"
vOhlX0KNit0,,Joining the dots Grade 5 A. Bullard - Feb 2023 sight-reading progress #30piecechallenge,20230907,129,62,4,,3,"I've been hesitating to make it ""public"" but I've been trying to make the #30piecechallenge this year.
The 40/30/20 piece challenge has been quite popular among musicians in the past few years, I came across this challenge on the website ""Piano Syllabus"", and I'm tracking my pieces there.

The main idea is that most students only learn around 10 pieces each year, but practising more pieces is what actually fuels motivation and improves sight-reading significantly. I like this logic, so I decided to give it a try!

You can read more about this challenge here:
https://elissamilne.com/2015/02/04/where-did-the-40-piece-challenge-begin/

I think 40 pieces would be too many for me, so I went for the middle number: 30 pieces in a year, starting January 2023.

I've always practised a lot of sightreading, and it seems unfair to me to exclude this big part of my practice from the challenge. Since the start of the year, I have sight-read 8 books of sightreading pieces already and I usually read them twice, underline pieces that I find harder and read those again a third time. Seems fair to me to record 1 or 2 pieces/exercises from each of the books I go through and count them as ""1"" for this challenge. 
So here it goes, these are two of the hardest pieces from the book: 

Joining the dots Grade 5 A. Bullard
The exercises are from page 42 ""Sheepdog"" and page 44 ""Mirror on the wall"".
I finished sight-reading this on the 23rd of February 2023.
I've currently completed 60% of the 30 pieces and I should be at 66%. I'm a bit behind!

I'll post other excerpts in the following weeks, every Thursday at 2:30pm UK time.

Like and subscribe to see if I'll make it to 30 pieces by December!",https://www.youtube.com/watch?v=vOhlX0KNit0,https://www.youtube.com/channel/UCSoasSmoWrTAmeDUP65hl3A,"['I like the 2 voices, you played them so clearly! Nice 👏🏻', 'Thank you ❤', 'Joining the dots Grade 5 A. Bullard\nThe exercises are from page 42 ""Sheepdog"" and page 44 ""Mirror on the wall"".\nI finished sight-reading this on the 23rd of February 2023.\nI\'ve currently completed 60% of the 30 pieces and I should be at 66%. I\'m a bit behind!']"
